hospitalID,nursesCommunicateWell,doctorsCommunicateWell,receivedImmediateHelp,painManagedByTreatment,staffExplainedMedications,bathroomsAlwaysClean,givenInformationAboutRecovery,rateHospitalPositively
390222,0.83,0.79,0.71,0.73,0.64,0.70,0.84,0.68
390223,0.81,0.81,0.67,0.72,0.65,0.70,0.86,0.74
390225,0.79,0.75,0.71,0.69,0.56,0.67,0.90,0.66
390226,0.72,0.77,0.57,0.64,0.61,0.70,0.84,0.67
390228,0.85,0.82,0.74,0.76,0.68,0.69,0.86,0.78
390231,0.80,0.79,0.63,0.70,0.65,0.63,0.84,0.70
390233,0.79,0.81,0.67,0.66,0.59,0.81,0.84,0.68
390236,0.83,0.83,0.74,0.74,0.60,0.84,0.83,0.71
390237,0.77,0.84,0.61,0.70,0.59,0.70,0.84,0.68
390256,0.80,0.79,0.67,0.70,0.63,0.67,0.88,0.76
390258,0.81,0.78,0.71,0.72,0.64,0.70,0.87,0.78
390263,0.78,0.76,0.61,0.70,0.61,0.71,0.87,0.73
390265,0.80,0.80,0.67,0.70,0.60,0.71,0.89,0.72
390266,0.75,0.79,0.57,0.64,0.61,0.74,0.87,0.63
390267,0.78,0.77,0.68,0.74,0.58,0.62,0.84,0.67
390268,0.83,0.81,0.72,0.72,0.68,0.80,0.86,0.75
390270,0.80,0.82,0.67,0.70,0.61,0.73,0.86,0.71
390272,,,,,,,,
390278,,,,,,,,
390290,0.79,0.81,0.66,0.70,0.68,0.66,0.82,0.69
390304,0.75,0.77,0.55,0.71,0.62,0.72,0.85,0.61
390307,0.93,0.92,0.92,0.84,0.75,0.87,0.94,0.94
390312,0.82,0.85,0.70,0.72,0.68,0.80,0.91,0.85
390314,,,,,,,,
390316,0.93,0.88,0.93,0.83,0.77,0.87,0.94,0.89
390318,0.87,0.87,0.81,0.79,0.61,0.76,0.84,0.74
390321,,,,,,,,
390322,0.91,0.84,0.88,0.79,0.72,0.86,0.91,0.88
390323,0.95,0.90,0.94,0.84,0.82,0.91,0.93,0.95
390324,0.97,0.91,0.95,0.84,0.77,0.90,0.93,0.95
390325,0.89,0.89,0.79,0.77,0.74,0.87,0.93,0.89
390326,0.81,0.81,0.70,0.75,0.63,0.79,0.84,0.79
390327,0.93,0.90,0.92,0.82,0.74,0.85,0.94,0.93
390328,0.79,0.76,0.67,0.70,0.59,0.71,0.86,0.73
390329,,,,,,,,
391300,0.81,0.86,0.66,0.70,0.64,0.81,0.84,0.75
391301,0.83,0.83,0.70,0.65,0.71,0.86,0.83,0.80
391302,0.82,0.88,0.80,0.74,0.60,0.83,0.87,0.72
391303,0.82,0.87,0.76,0.74,0.61,0.75,0.82,0.70
391304,0.88,0.83,0.87,0.87,0.85,1.00,0.84,0.81
391305,0.79,0.82,0.51,0.69,0.68,0.84,0.88,0.65
391306,0.83,0.82,0.74,0.77,0.66,0.79,0.88,0.64
391307,0.86,0.88,0.84,0.78,0.68,0.87,0.87,0.77
391308,0.77,0.79,0.68,0.70,0.61,0.74,0.83,0.68
391309,,,,,,,,
391311,0.87,0.88,0.83,0.82,0.66,0.86,0.89,0.82
391312,,,,,,,,
391313,0.80,0.84,0.78,0.72,0.67,0.79,0.88,0.67
393302,,,,,,,,
393303,,,,,,,,
400001,,,,,,,,
400003,,,,,,,,
400004,,,,,,,,
400005,,,,,,,,
400006,,,,,,,,
400007,,,,,,,,
400009,,,,,,,,
400010,,,,,,,,
400011,,,,,,,,
400012,,,,,,,,
400013,,,,,,,,
400014,,,,,,,,
400015,,,,,,,,
400016,,,,,,,,
400018,,,,,,,,
400019,,,,,,,,
400021,,,,,,,,
400022,,,,,,,,
400026,,,,,,,,
400032,,,,,,,,
400044,,,,,,,,
400048,,,,,,,,
400061,,,,,,,,
400079,,,,,,,,
400087,,,,,,,,
400098,,,,,,,,
400102,,,,,,,,
400103,,,,,,,,
400104,,,,,,,,
400105,,,,,,,,
400106,,,,,,,,
400109,,,,,,,,
400110,,,,,,,,
400111,,,,,,,,
400112,,,,,,,,
400113,,,,,,,,
400114,,,,,,,,
400115,,,,,,,,
400117,,,,,,,,
400118,,,,,,,,
400120,,,,,,,,
400121,,,,,,,,
400123,,,,,,,,
400124,,,,,,,,
400125,,,,,,,,
400126,,,,,,,,
400127,,,,,,,,
400128,,,,,,,,
400130,,,,,,,,
410001,0.78,0.81,0.67,0.70,0.60,0.76,0.83,0.66
410004,0.80,0.80,0.69,0.74,0.61,0.76,0.87,0.66
410005,0.81,0.80,0.69,0.72,0.64,0.68,0.88,0.63
410006,0.82,0.79,0.68,0.73,0.62,0.77,0.87,0.72
410007,0.77,0.79,0.61,0.69,0.59,0.73,0.85,0.67
410008,0.85,0.86,0.78,0.77,0.67,0.76,0.91,0.82
410009,0.78,0.81,0.63,0.65,0.61,0.67,0.81,0.61
410010,0.76,0.77,0.64,0.73,0.56,0.67,0.82,0.73
410011,0.75,0.75,0.62,0.69,0.57,0.67,0.82,0.55
410012,0.82,0.82,0.65,0.73,0.63,0.77,0.88,0.76
410013,0.80,0.84,0.65,0.70,0.62,0.81,0.83,0.71
420002,0.79,0.81,0.64,0.70,0.63,0.66,0.85,0.65
420004,0.81,0.83,0.69,0.72,0.65,0.71,0.86,0.81
420005,0.84,0.88,0.73,0.77,0.74,0.79,0.88,0.72
420007,0.81,0.82,0.67,0.72,0.64,0.70,0.88,0.72
420009,0.81,0.82,0.65,0.74,0.65,0.72,0.85,0.69
420010,0.81,0.87,0.69,0.69,0.66,0.70,0.83,0.65
420011,0.82,0.85,0.70,0.69,0.60,0.74,0.83,0.71
420015,0.82,0.84,0.65,0.72,0.69,0.81,0.89,0.76
420016,0.80,0.80,0.69,0.67,0.63,0.66,0.78,0.58
420018,0.85,0.87,0.70,0.76,0.69,0.72,0.87,0.77
420019,0.79,0.85,0.68,0.73,0.65,0.75,0.92,0.64
420020,0.79,0.80,0.69,0.69,0.64,0.72,0.82,0.64
420023,0.80,0.82,0.68,0.73,0.64,0.66,0.88,0.77
420026,0.79,0.84,0.59,0.75,0.63,0.72,0.86,0.78
420027,0.81,0.83,0.69,0.71,0.64,0.74,0.85,0.73
420030,0.76,0.80,0.63,0.69,0.60,0.76,0.83,0.66
420033,0.85,0.85,0.73,0.76,0.69,0.79,0.90,0.84
420036,0.83,0.84,0.72,0.75,0.68,0.78,0.90,0.72
420037,0.80,0.85,0.65,0.73,0.64,0.75,0.89,0.74
420038,0.79,0.82,0.65,0.70,0.63,0.61,0.83,0.59
420039,0.79,0.90,0.70,0.72,0.68,0.67,0.88,0.69
420043,0.71,0.76,0.56,0.63,0.57,0.69,0.84,0.54
420048,0.79,0.82,0.67,0.76,0.67,0.71,0.81,0.66
420049,0.82,0.81,0.69,0.71,0.63,0.78,0.83,0.73
420051,0.81,0.84,0.71,0.74,0.67,0.74,0.86,0.80
420053,0.83,0.86,0.68,0.74,0.67,0.78,0.85,0.74
420054,0.82,0.87,0.75,0.77,0.69,0.75,0.87,0.70
420055,0.78,0.84,0.62,0.70,0.64,0.69,0.84,0.66
420057,0.85,0.96,0.77,0.77,0.74,0.75,0.90,0.78
420062,0.79,0.86,0.72,0.73,0.67,0.67,0.82,0.68
420065,0.82,0.84,0.72,0.72,0.68,0.72,0.88,0.79
420066,0.80,0.88,0.70,0.70,0.60,0.60,0.76,0.57
420067,0.79,0.84,0.67,0.71,0.66,0.69,0.87,0.71
420068,0.79,0.84,0.64,0.72,0.65,0.71,0.82,0.64
420069,0.84,0.85,0.66,0.72,0.67,0.76,0.84,0.71
420070,0.82,0.84,0.65,0.77,0.63,0.69,0.84,0.60
420071,0.84,0.85,0.67,0.74,0.67,0.81,0.86,0.75
420072,0.80,0.85,0.72,0.73,0.72,0.81,0.86,0.75
420073,0.80,0.83,0.64,0.72,0.58,0.74,0.84,0.75
420078,0.78,0.78,0.63,0.69,0.61,0.69,0.84,0.70
420079,0.73,0.80,0.60,0.68,0.60,0.65,0.84,0.63
420080,0.78,0.82,0.64,0.72,0.64,0.68,0.86,0.66
420082,0.74,0.80,0.60,0.67,0.58,0.60,0.85,0.65
420083,0.83,0.84,0.70,0.74,0.68,0.72,0.88,0.78
420085,0.71,0.77,0.57,0.63,0.53,0.64,0.84,0.64
420086,0.80,0.83,0.63,0.71,0.65,0.70,0.83,0.72
420087,0.81,0.84,0.68,0.73,0.67,0.68,0.88,0.77
420089,0.81,0.86,0.70,0.71,0.67,0.78,0.88,0.79
420091,0.77,0.84,0.63,0.71,0.66,0.69,0.84,0.72
420098,0.82,0.82,0.72,0.73,0.64,0.71,0.86,0.76
420101,0.79,0.82,0.69,0.75,0.66,0.77,0.85,0.70
420102,0.90,0.89,0.84,0.79,0.71,0.90,0.92,0.90
420103,0.82,0.87,0.69,0.71,0.69,0.79,0.91,0.81
420104,0.87,0.89,0.77,0.74,0.72,0.69,0.86,0.79
420105,0.83,0.82,0.69,0.71,0.71,0.70,0.86,0.73
421300,,,,,,,,
421301,0.89,0.94,0.82,0.80,0.72,0.86,0.89,0.80
421302,,,,,,,,
421303,0.81,0.88,0.75,0.71,0.71,0.81,0.85,0.68
421304,,,,,,,,
430005,0.77,0.81,0.68,0.70,0.65,0.70,0.90,0.71
430008,0.84,0.85,0.74,0.77,0.69,0.83,0.86,0.78
430012,0.79,0.82,0.67,0.69,0.63,0.73,0.89,0.71
430013,0.81,0.84,0.69,0.72,0.69,0.75,0.92,0.73
430014,0.78,0.80,0.64,0.66,0.62,0.72,0.91,0.70
430015,0.76,0.79,0.68,0.65,0.62,0.64,0.84,0.67
430016,0.76,0.80,0.65,0.67,0.64,0.70,0.90,0.72
430027,0.78,0.78,0.68,0.69,0.63,0.68,0.89,0.75
430048,0.81,0.78,0.77,0.70,0.65,0.78,0.88,0.73
430077,0.78,0.79,0.71,0.69,0.63,0.69,0.88,0.68
430081,0.69,0.75,0.66,0.74,0.64,0.66,0.83,0.48
430082,1.00,1.00,1.00,,,1.00,0.76,0.53
430083,0.87,0.83,0.91,0.76,0.65,0.77,0.75,0.69
430084,0.62,0.58,0.60,0.60,0.43,0.64,0.65,0.43
430089,0.88,0.84,0.90,0.76,0.72,0.87,0.91,0.89
430090,0.90,0.84,0.88,0.80,0.75,0.85,0.91,0.89
430091,0.88,0.87,0.90,0.78,0.75,0.86,0.93,0.89
430092,0.93,0.89,0.93,0.83,0.75,0.88,0.92,0.93
430093,0.93,0.93,0.94,0.85,0.84,0.90,0.88,0.94
430094,0.89,0.94,0.86,0.80,0.79,0.75,0.95,0.88
430095,0.88,0.86,0.81,0.81,0.72,0.84,0.90,0.90
430096,0.90,0.94,0.84,0.81,0.77,0.85,0.85,0.91
430097,,,,,,,,
431300,,,,,,,,
431306,0.81,0.80,0.72,0.70,0.63,0.87,0.96,0.84
431307,0.86,0.75,0.79,0.58,0.89,0.94,0.83,0.81
431308,0.78,0.92,0.79,0.59,0.50,0.85,0.85,0.65
431309,,,,,,,,
431310,0.78,0.86,0.72,0.69,0.73,0.67,0.93,0.76
431311,0.85,0.82,0.84,0.75,0.76,0.79,0.86,0.82
431312,0.89,0.90,0.71,0.65,0.81,0.86,0.86,0.85
431315,0.85,0.81,0.67,0.74,0.64,0.60,0.86,0.68
431316,,,,,,,,
431317,,,,,,,,
431320,0.78,0.91,0.79,0.61,0.67,0.89,0.89,0.74
431321,0.87,0.87,0.81,0.83,0.70,0.83,0.94,0.77
431322,,,,,,,,
431323,0.82,0.91,0.81,0.79,0.91,0.79,0.83,0.86
431324,0.79,0.68,0.76,0.43,0.71,0.80,0.64,0.91
431325,0.82,0.87,0.81,0.76,0.65,0.77,0.85,0.66
431326,0.87,0.88,0.68,0.66,0.54,0.80,0.88,0.66
431327,0.81,0.87,0.75,0.74,0.46,0.57,0.85,0.82
431329,0.71,0.85,0.62,0.58,0.41,0.48,0.85,0.60
431330,0.76,0.79,0.66,0.58,0.66,0.85,0.93,0.80
431331,0.77,0.83,0.69,0.65,0.67,0.92,0.84,0.79
431332,0.74,0.86,0.78,,0.67,0.87,0.83,0.60
431333,0.92,0.92,0.86,0.80,0.83,0.84,0.89,0.84
431334,0.78,0.85,0.76,0.72,0.73,0.75,0.81,0.72
431335,,,,,,,,
431336,0.77,0.91,0.68,0.64,0.63,0.68,0.85,0.69
431337,0.87,0.84,0.74,0.71,0.65,0.86,0.90,0.78
431338,0.82,0.83,0.76,0.74,0.72,0.84,0.91,0.76
440001,0.75,0.84,0.68,0.65,0.63,0.77,0.79,0.67
440002,0.81,0.80,0.67,0.72,0.62,0.74,0.80,0.73
440003,0.76,0.80,0.65,0.70,0.62,0.66,0.83,0.68
440006,0.75,0.79,0.62,0.70,0.61,0.67,0.85,0.68
440007,0.87,0.87,0.86,0.84,0.80,0.85,0.99,0.70
440008,0.82,0.82,0.73,0.70,0.67,0.72,0.84,0.70
440009,0.75,0.79,0.63,0.69,0.58,0.68,0.81,0.60
440010,0.78,0.85,0.67,0.70,0.73,0.71,0.79,0.66
440011,0.75,0.79,0.60,0.67,0.61,0.70,0.82,0.61
440012,0.81,0.81,0.66,0.69,0.60,0.70,0.82,0.69
440015,0.83,0.82,0.67,0.75,0.67,0.77,0.86,0.81
440016,0.90,0.86,0.85,0.78,0.73,0.85,0.84,0.84
440017,0.81,0.85,0.67,0.71,0.62,0.70,0.84,0.72
440018,0.82,0.85,0.77,0.75,0.68,0.73,0.85,0.76
440020,0.76,0.85,0.65,0.65,0.63,0.72,0.85,0.63
440025,0.82,0.85,0.74,0.75,0.65,0.76,0.86,0.76
440029,0.80,0.86,0.68,0.72,0.63,0.73,0.83,0.78
440030,0.78,0.81,0.68,0.64,0.66,0.70,0.86,0.66
440031,0.76,0.85,0.68,0.66,0.65,0.74,0.87,0.65
440032,0.90,0.87,0.82,0.79,0.73,0.89,0.87,0.77
440033,0.72,0.76,0.61,0.54,0.60,0.71,0.80,0.50
440034,0.80,0.83,0.70,0.73,0.67,0.73,0.85,0.73
440035,0.74,0.80,0.59,0.66,0.63,0.70,0.81,0.59
440039,0.81,0.84,0.67,0.72,0.66,0.64,0.87,0.79
440040,0.70,0.73,0.60,0.55,0.49,0.58,0.88,0.49
440046,0.81,0.81,0.70,0.74,0.63,0.78,0.87,0.71
440048,0.77,0.78,0.57,0.69,0.60,0.73,0.81,0.74
440049,0.80,0.82,0.64,0.73,0.64,0.71,0.86,0.74
440050,0.80,0.80,0.70,0.73,0.61,0.74,0.89,0.72
440051,0.80,0.88,0.65,0.71,0.73,0.68,0.84,0.65
440053,0.80,0.84,0.59,0.72,0.70,0.69,0.85,0.76
440054,0.77,0.86,0.66,0.67,0.67,0.70,0.87,0.64
440056,0.79,0.81,0.63,0.70,0.62,0.72,0.80,0.65
440057,0.73,0.84,0.64,0.65,0.64,0.66,0.85,0.62
440058,0.75,0.82,0.56,0.68,0.59,0.69,0.85,0.64
440059,0.79,0.83,0.68,0.69,0.64,0.70,0.87,0.73
440060,0.85,0.89,0.66,0.83,0.85,0.92,0.88,0.82
440061,0.82,0.85,0.67,0.74,0.65,0.74,0.85,0.71
440063,0.76,0.78,0.64,0.69,0.59,0.64,0.85,0.66
440064,0.77,0.86,0.74,0.77,0.62,0.74,0.81,0.70
440065,0.79,0.79,0.65,0.70,0.63,0.75,0.84,0.66
440067,0.75,0.83,0.59,0.66,0.60,0.67,0.84,0.62
440068,0.76,0.85,0.64,0.71,0.62,0.67,0.87,0.65
440070,0.78,0.81,0.55,0.63,0.62,0.70,0.80,0.60
440072,0.79,0.81,0.67,0.72,0.65,0.66,0.85,0.63
440073,0.83,0.85,0.71,0.71,0.67,0.75,0.82,0.74
440081,0.78,0.80,0.63,0.68,0.62,0.69,0.86,0.71
440082,0.78,0.83,0.63,0.69,0.66,0.59,0.86,0.74
440083,0.80,0.88,0.69,0.69,0.65,0.69,0.82,0.63
440084,0.81,0.88,0.71,0.69,0.68,0.77,0.84,0.72
440091,0.81,0.84,0.69,0.72,0.67,0.74,0.87,0.78
440102,0.73,0.81,0.62,0.68,0.59,0.74,0.87,0.62
440104,0.76,0.80,0.61,0.69,0.62,0.68,0.84,0.70
440109,0.81,0.88,0.71,0.77,0.70,0.77,0.89,0.70
440110,0.82,0.86,0.66,0.73,0.70,0.66,0.88,0.71
440111,0.71,0.82,0.58,0.72,0.62,0.70,0.84,0.69
440120,0.76,0.82,0.61,0.69,0.61,0.66,0.81,0.66
440125,0.81,0.83,0.70,0.75,0.70,0.72,0.87,0.75
440130,0.88,0.87,0.80,0.79,0.71,0.85,0.88,0.78
440131,0.81,0.85,0.75,0.69,0.77,0.76,0.82,0.63
440132,0.79,0.84,0.70,0.77,0.66,0.74,0.85,0.72
440133,0.78,0.85,0.67,0.70,0.66,0.62,0.86,0.71
440137,0.79,0.84,0.68,0.70,0.67,0.72,0.86,0.68
440141,0.79,0.86,0.72,0.74,0.68,0.81,0.87,0.61
440144,0.72,0.80,0.55,0.63,0.58,0.65,0.79,0.56
440147,,,,,,,,
440148,0.82,0.90,0.73,0.75,0.67,0.72,0.86,0.74
440150,0.76,0.80,0.62,0.69,0.64,0.71,0.87,0.71
440151,0.72,0.77,0.62,0.67,0.59,0.68,0.82,0.61
440152,0.74,0.77,0.59,0.67,0.64,0.66,0.84,0.66
440153,0.78,0.80,0.64,0.64,0.62,0.75,0.79,0.63
440156,0.77,0.82,0.66,0.72,0.63,0.69,0.85,0.71
440159,0.71,0.76,0.54,0.65,0.57,0.72,0.78,0.59
440161,0.79,0.83,0.66,0.71,0.65,0.70,0.88,0.75
440168,0.91,0.93,0.88,0.88,0.75,0.82,0.77,0.73
440173,0.80,0.85,0.64,0.74,0.63,0.75,0.88,0.79
440174,0.89,0.93,0.85,0.83,0.67,0.74,0.84,0.81
440175,0.77,0.80,0.64,0.69,0.60,0.68,0.84,0.64
440176,0.80,0.82,0.65,0.70,0.62,0.69,0.86,0.72
440180,0.87,0.92,0.75,0.74,0.73,0.84,0.90,0.80
440181,0.89,0.84,0.92,0.70,0.84,0.94,0.86,0.64
440182,0.75,0.83,0.66,0.74,0.65,0.73,0.86,0.69
440183,0.79,0.83,0.59,0.71,0.56,0.64,0.80,0.68
440184,0.82,0.82,0.71,0.76,0.67,0.78,0.87,0.82
440185,0.78,0.83,0.64,0.72,0.63,0.66,0.84,0.64
440187,0.77,0.90,0.64,0.70,0.68,0.69,0.83,0.65
440189,0.78,0.81,0.65,0.71,0.63,0.65,0.83,0.71
440192,0.79,0.85,0.74,0.71,0.64,0.77,0.84,0.70
440193,0.68,0.81,0.49,0.62,0.52,0.65,0.80,0.52
440194,0.74,0.77,0.61,0.67,0.57,0.68,0.85,0.64
440197,0.75,0.79,0.60,0.67,0.61,0.78,0.84,0.68
440200,0.82,0.94,0.69,0.78,0.65,0.74,0.86,0.68
440218,0.89,0.88,0.86,0.83,0.76,0.80,0.88,0.87
440227,0.75,0.81,0.60,0.70,0.60,0.76,0.87,0.70
440228,0.74,0.80,0.64,0.70,0.59,0.63,0.84,0.67
440231,,,,,,,,
440232,,,,,,,,
441300,,,,,,,,
441301,0.85,0.95,0.74,0.76,0.70,0.90,0.84,0.79
441305,,,,,,,,
441307,0.83,0.87,0.71,0.77,0.67,0.76,0.84,0.72
441308,,,,,,,,
441309,,,,,,,,
441310,0.80,0.83,0.73,0.70,0.63,0.73,0.88,0.71
441311,0.86,0.97,0.86,0.65,1.00,0.74,0.86,0.78
441312,,,,,,,,
441313,0.90,0.91,0.78,0.77,0.81,0.93,0.98,0.88
441314,,,,,,,,
441315,,,,,,,,
441316,0.85,0.92,0.69,0.61,0.57,0.75,0.73,0.87
450002,0.75,0.83,0.60,0.70,0.64,0.69,0.84,0.68
450005,0.83,0.88,0.72,0.74,0.73,0.71,0.85,0.70
450007,0.76,0.80,0.65,0.72,0.60,0.68,0.83,0.69
450010,0.83,0.79,0.73,0.72,0.62,0.82,0.86,0.77
450011,0.82,0.83,0.69,0.74,0.68,0.71,0.87,0.76
450015,0.71,0.78,0.57,0.66,0.61,0.66,0.85,0.66
450018,0.78,0.77,0.70,0.69,0.65,0.71,0.88,0.70
450021,0.78,0.83,0.63,0.71,0.67,0.70,0.84,0.75
450023,0.81,0.85,0.70,0.73,0.66,0.76,0.80,0.73
450024,0.77,0.78,0.63,0.70,0.65,0.73,0.85,0.75
450028,0.77,0.80,0.64,0.72,0.64,0.76,0.86,0.74
450029,0.72,0.79,0.54,0.67,0.61,0.69,0.80,0.68
450032,0.76,0.77,0.60,0.67,0.59,0.73,0.82,0.66
450033,0.76,0.81,0.59,0.70,0.64,0.69,0.87,0.70
450034,0.80,0.82,0.66,0.75,0.65,0.71,0.81,0.71
450035,0.74,0.81,0.57,0.69,0.61,0.66,0.83,0.65
450037,0.78,0.82,0.66,0.72,0.66,0.71,0.87,0.71
450039,0.77,0.80,0.64,0.69,0.63,0.71,0.84,0.73
450040,0.80,0.81,0.67,0.72,0.65,0.71,0.88,0.78
450042,0.78,0.80,0.63,0.72,0.63,0.70,0.88,0.77
450044,0.80,0.84,0.64,0.70,0.64,0.69,0.86,0.74
450046,0.76,0.78,0.60,0.70,0.62,0.69,0.82,0.69
450051,0.79,0.80,0.63,0.72,0.65,0.71,0.81,0.71
450052,0.80,0.84,0.68,0.75,0.55,0.73,0.89,0.74
450054,0.76,0.82,0.57,0.67,0.62,0.63,0.84,0.70
450055,0.85,0.89,0.76,0.69,0.72,0.79,0.84,0.74
450056,0.75,0.81,0.61,0.70,0.63,0.65,0.87,0.72
450058,0.76,0.81,0.60,0.70,0.60,0.66,0.85,0.71
450064,0.76,0.77,0.66,0.71,0.61,0.76,0.83,0.70
450068,0.78,0.80,0.64,0.68,0.64,0.73,0.86,0.72
450072,0.76,0.80,0.65,0.66,0.66,0.73,0.82,0.58
450073,0.79,0.85,0.71,0.68,0.77,0.81,0.90,0.60
450078,0.87,0.91,0.83,0.86,0.78,0.85,0.87,0.81
450079,0.76,0.78,0.61,0.70,0.59,0.71,0.81,0.70
450080,0.82,0.84,0.73,0.75,0.66,0.77,0.83,0.70
450082,0.79,0.83,0.67,0.72,0.64,0.79,0.87,0.64
450083,0.76,0.78,0.61,0.69,0.62,0.70,0.81,0.68
450085,0.79,0.90,0.76,0.80,0.67,0.63,0.86,0.76
450087,0.75,0.76,0.63,0.68,0.56,0.71,0.83,0.68
450090,0.82,0.83,0.77,0.79,0.71,0.75,0.90,0.71
450092,0.74,0.81,0.58,0.71,0.64,0.75,0.84,0.65
450097,0.72,0.76,0.57,0.67,0.57,0.70,0.81,0.62
450099,0.74,0.81,0.67,0.68,0.57,0.64,0.81,0.64
450101,0.76,0.81,0.60,0.70,0.60,0.70,0.82,0.72
450102,0.77,0.81,0.59,0.68,0.63,0.70,0.84,0.74
450104,0.79,0.81,0.70,0.73,0.63,0.81,0.83,0.73
450107,0.75,0.77,0.60,0.69,0.62,0.71,0.84,0.66
450108,0.78,0.78,0.63,0.75,0.63,0.77,0.83,0.68
450119,0.74,0.79,0.60,0.69,0.61,0.68,0.81,0.69
450124,0.76,0.78,0.63,0.69,0.65,0.66,0.86,0.73
450128,0.77,0.80,0.60,0.72,0.62,0.78,0.84,0.66
450130,0.76,0.83,0.54,0.70,0.66,0.76,0.83,0.72
450132,0.75,0.78,0.61,0.70,0.59,0.62,0.81,0.69
450133,0.72,0.78,0.58,0.69,0.58,0.59,0.82,0.66
450135,0.79,0.80,0.70,0.72,0.63,0.75,0.87,0.76
450137,0.80,0.82,0.63,0.74,0.63,0.69,0.83,0.75
450143,0.89,0.94,0.84,0.79,0.75,0.70,0.89,0.83
450144,0.74,0.78,0.67,0.70,0.59,0.69,0.78,0.61
450147,0.77,0.82,0.66,0.72,0.65,0.70,0.86,0.72
450148,0.84,0.81,0.69,0.78,0.68,0.79,0.87,0.74
450152,0.79,0.82,0.65,0.73,0.68,0.78,0.89,0.69
450154,0.76,0.81,0.68,0.69,0.61,0.74,0.83,0.57
450155,0.73,0.83,0.72,0.70,0.67,0.82,0.78,0.63
450162,0.77,0.88,0.67,0.70,0.66,0.70,0.88,0.72
450163,0.78,0.89,0.64,0.71,0.66,0.71,0.83,0.62
450165,0.75,0.80,0.58,0.68,0.61,0.72,0.90,0.65
450176,0.78,0.83,0.67,0.72,0.65,0.73,0.84,0.76
450177,0.82,0.86,0.71,0.76,0.75,0.72,0.89,0.76
450178,0.84,0.92,0.75,0.80,0.64,0.81,0.85,0.76
450184,0.79,0.79,0.65,0.73,0.63,0.74,0.85,0.75
450187,0.79,0.84,0.67,0.71,0.68,0.70,0.85,0.70
450188,0.78,0.86,0.67,0.70,0.62,0.76,0.83,0.62
450192,0.79,0.90,0.70,0.68,0.67,0.73,0.87,0.73
450193,0.77,0.83,0.62,0.71,0.59,0.71,0.81,0.75
450194,0.81,0.84,0.67,0.73,0.68,0.76,0.87,0.74
450196,0.72,0.79,0.58,0.64,0.55,0.66,0.76,0.48
450200,0.80,0.81,0.62,0.73,0.62,0.67,0.86,0.69
450203,0.79,0.80,0.65,0.74,0.63,0.65,0.85,0.71
450209,0.78,0.79,0.67,0.71,0.66,0.66,0.85,0.70
450210,0.75,0.86,0.63,0.66,0.67,0.60,0.81,0.57
450211,0.77,0.81,0.61,0.67,0.62,0.70,0.86,0.74
450213,0.71,0.78,0.58,0.66,0.60,0.67,0.85,0.70
450214,0.73,0.82,0.69,0.78,0.61,0.70,0.82,0.56
450219,0.76,0.85,0.76,0.73,0.66,0.66,0.86,0.61
450221,0.82,0.84,0.74,0.75,0.71,0.78,0.88,0.79
450222,0.75,0.77,0.62,0.69,0.64,0.66,0.85,0.67
450229,0.81,0.80,0.67,0.73,0.62,0.78,0.85,0.76
450231,0.77,0.80,0.63,0.70,0.62,0.76,0.82,0.75
450235,0.82,0.87,0.77,0.74,0.70,0.77,0.86,0.72
450236,0.82,0.80,0.70,0.72,0.65,0.76,0.84,0.69
450237,0.77,0.81,0.65,0.71,0.61,0.72,0.84,0.72
450241,0.82,0.92,0.78,0.71,0.34,0.77,0.94,0.57
450243,0.95,0.98,0.95,0.92,0.88,0.84,0.95,0.91
450253,0.86,0.91,0.86,0.72,0.61,0.84,0.84,0.81
450270,0.70,0.77,0.62,0.60,0.50,0.54,0.70,0.53
450271,0.79,0.81,0.70,0.70,0.66,0.75,0.86,0.75
450272,0.79,0.80,0.67,0.72,0.64,0.75,0.86,0.73
450280,0.76,0.80,0.63,0.69,0.63,0.74,0.82,0.68
450289,0.74,0.80,0.62,0.69,0.63,0.64,0.82,0.69
450292,0.84,0.84,0.73,0.77,0.71,0.76,0.85,0.77
450293,0.76,0.83,0.62,0.66,0.45,0.77,0.88,0.63
450296,,,,,,,,
450299,0.79,0.85,0.64,0.72,0.67,0.71,0.85,0.73
450306,0.79,0.90,0.74,0.79,0.67,0.69,0.82,0.70
450324,0.80,0.82,0.64,0.75,0.68,0.72,0.87,0.79
450330,0.72,0.80,0.62,0.67,0.60,0.64,0.83,0.71
450340,0.78,0.82,0.69,0.73,0.65,0.69,0.87,0.75
450346,0.80,0.83,0.68,0.74,0.68,0.69,0.86,0.73
450347,0.77,0.86,0.64,0.70,0.64,0.73,0.82,0.62
450348,0.84,0.96,0.72,0.76,0.76,0.87,0.84,0.68
450351,0.83,0.89,0.75,0.74,0.71,0.87,0.88,0.74
450352,0.78,0.77,0.65,0.67,0.63,0.71,0.84,0.65
450358,0.78,0.82,0.63,0.72,0.64,0.71,0.85,0.79
450369,0.85,0.89,0.77,0.76,0.73,0.75,0.89,0.81
450370,0.80,0.90,0.66,0.72,0.66,0.73,0.81,0.72
450372,0.81,0.76,0.66,0.74,0.68,0.74,0.83,0.72
450373,0.88,0.96,0.90,0.77,0.78,0.81,0.94,0.87
450379,0.63,0.73,0.48,0.63,0.46,0.62,0.77,0.49
450388,0.75,0.80,0.59,0.70,0.61,0.68,0.86,0.68
